date,home_team,away_team,home_score,away_score,boxscore_url
2016-05-25,Tampa Bay Rays,Miami Marlins,3,4,https://www.baseball-reference.com/boxes/TBA/TBA201605250.shtml
2016-05-25,Texas Rangers,Los Angeles Angels,15,9,https://www.baseball-reference.com/boxes/TEX/TEX201605250.shtml
2016-05-25,Washington Nationals,New York Mets,0,2,https://www.baseball-reference.com/boxes/WAS/WAS201605250.shtml
2016-05-26,Atlanta Braves,Milwaukee Brewers,2,6,https://www.baseball-reference.com/boxes/ATL/ATL201605260.shtml
2016-05-26,Boston Red Sox,Colorado Rockies,2,8,https://www.baseball-reference.com/boxes/BOS/BOS201605260.shtml
2016-05-26,Houston Astros,Baltimore Orioles,4,2,https://www.baseball-reference.com/boxes/HOU/HOU201605260.shtml
2016-05-26,New York Yankees,Toronto Blue Jays,1,3,https://www.baseball-reference.com/boxes/NYA/NYA201605260.shtml
2016-05-26,Pittsburgh Pirates,Arizona D'Backs,8,3,https://www.baseball-reference.com/boxes/PIT/PIT201605260.shtml
2016-05-26,Tampa Bay Rays,Miami Marlins,1,9,https://www.baseball-reference.com/boxes/TBA/TBA201605260.shtml
2016-05-26,Washington Nationals,St. Louis Cardinals,2,1,https://www.baseball-reference.com/boxes/WAS/WAS201605260.shtml
2016-05-27,Los Angeles Angels,Houston Astros,7,2,https://www.baseball-reference.com/boxes/ANA/ANA201605270.shtml
2016-05-27,Arizona D'Backs,San Diego Padres,3,10,https://www.baseball-reference.com/boxes/ARI/ARI201605270.shtml
2016-05-27,Atlanta Braves,Miami Marlins,4,2,https://www.baseball-reference.com/boxes/ATL/ATL201605270.shtml
2016-05-27,Chicago Cubs,Philadelphia Phillies,6,2,https://www.baseball-reference.com/boxes/CHN/CHN201605270.shtml
2016-05-27,Cleveland Indians,Baltimore Orioles,4,6,https://www.baseball-reference.com/boxes/CLE/CLE201605270.shtml
2016-05-27,Colorado Rockies,San Francisco Giants,5,2,https://www.baseball-reference.com/boxes/COL/COL201605270.shtml
2016-05-27,Kansas City Royals,Chicago White Sox,7,5,https://www.baseball-reference.com/boxes/KCA/KCA201605270.shtml
2016-05-27,Milwaukee Brewers,Cincinnati Reds,9,5,https://www.baseball-reference.com/boxes/MIL/MIL201605270.shtml
2016-05-27,New York Mets,Los Angeles Dodgers,6,5,https://www.baseball-reference.com/boxes/NYN/NYN201605270.shtml
2016-05-27,Oakland Athletics,Detroit Tigers,1,4,https://www.baseball-reference.com/boxes/OAK/OAK201605270.shtml
2016-05-27,Seattle Mariners,Minnesota Twins,2,7,https://www.baseball-reference.com/boxes/SEA/SEA201605270.shtml
2016-05-27,Tampa Bay Rays,New York Yankees,1,4,https://www.baseball-reference.com/boxes/TBA/TBA201605270.shtml
2016-05-27,Texas Rangers,Pittsburgh Pirates,1,9,https://www.baseball-reference.com/boxes/TEX/TEX201605270.shtml
2016-05-27,Toronto Blue Jays,Boston Red Sox,7,5,https://www.baseball-reference.com/boxes/TOR/TOR201605270.shtml
2016-05-27,Washington Nationals,St. Louis Cardinals,2,6,https://www.baseball-reference.com/boxes/WAS/WAS201605270.shtml
2016-05-28,Los Angeles Angels,Houston Astros,2,4,https://www.baseball-reference.com/boxes/ANA/ANA201605280.shtml
2016-05-28,Arizona D'Backs,San Diego Padres,8,7,https://www.baseball-reference.com/boxes/ARI/ARI201605280.shtml
2016-05-28,Atlanta Braves,Miami Marlins,7,2,https://www.baseball-reference.com/boxes/ATL/ATL201605280.shtml
2016-05-28,Chicago Cubs,Philadelphia Phillies,4,1,https://www.baseball-reference.com/boxes/CHN/CHN201605280.shtml
2016-05-28,Cleveland Indians,Baltimore Orioles,11,4,https://www.baseball-reference.com/boxes/CLE/CLE201605280.shtml
2016-05-28,Colorado Rockies,San Francisco Giants,5,10,https://www.baseball-reference.com/boxes/COL/COL201605280.shtml
2016-05-28,Kansas City Royals,Chicago White Sox,8,7,https://www.baseball-reference.com/boxes/KCA/KCA201605280.shtml
2016-05-28,Milwaukee Brewers,Cincinnati Reds,6,7,https://www.baseball-reference.com/boxes/MIL/MIL201605280.shtml
2016-05-28,New York Mets,Los Angeles Dodgers,1,9,https://www.baseball-reference.com/boxes/NYN/NYN201605280.shtml
2016-05-28,Oakland Athletics,Detroit Tigers,12,3,https://www.baseball-reference.com/boxes/OAK/OAK201605280.shtml
2016-05-28,Seattle Mariners,Minnesota Twins,5,6,https://www.baseball-reference.com/boxes/SEA/SEA201605280.shtml
2016-05-28,Tampa Bay Rays,New York Yankees,9,5,https://www.baseball-reference.com/boxes/TBA/TBA201605280.shtml
2016-05-28,Texas Rangers,Pittsburgh Pirates,5,2,https://www.baseball-reference.com/boxes/TEX/TEX201605280.shtml
2016-05-28,Toronto Blue Jays,Boston Red Sox,10,9,https://www.baseball-reference.com/boxes/TOR/TOR201605280.shtml
2016-05-28,Washington Nationals,St. Louis Cardinals,4,9,https://www.baseball-reference.com/boxes/WAS/WAS201605280.shtml
2016-05-29,Los Angeles Angels,Houston Astros,6,8,https://www.baseball-reference.com/boxes/ANA/ANA201605290.shtml
2016-05-29,Arizona D'Backs,San Diego Padres,6,3,https://www.baseball-reference.com/boxes/ARI/ARI201605290.shtml
2016-05-29,Atlanta Braves,Miami Marlins,3,7,https://www.baseball-reference.com/boxes/ATL/ATL201605290.shtml
2016-05-29,Chicago Cubs,Philadelphia Phillies,7,2,https://www.baseball-reference.com/boxes/CHN/CHN201605290.shtml
2016-05-29,Cleveland Indians,Baltimore Orioles,4,6,https://www.baseball-reference.com/boxes/CLE/CLE201605290.shtml
2016-05-29,Colorado Rockies,San Francisco Giants,3,8,https://www.baseball-reference.com/boxes/COL/COL201605290.shtml
2016-05-29,Kansas City Royals,Chicago White Sox,5,4,https://www.baseball-reference.com/boxes/KCA/KCA201605290.shtml
2016-05-29,Milwaukee Brewers,Cincinnati Reds,5,4,https://www.baseball-reference.com/boxes/MIL/MIL201605290.shtml
2016-05-29,New York Mets,Los Angeles Dodgers,2,4,https://www.baseball-reference.com/boxes/NYN/NYN201605290.shtml
2016-05-29,Oakland Athletics,Detroit Tigers,4,2,https://www.baseball-reference.com/boxes/OAK/OAK201605290.shtml
2016-05-29,Seattle Mariners,Minnesota Twins,4,5,https://www.baseball-reference.com/boxes/SEA/SEA201605290.shtml
2016-05-29,Tampa Bay Rays,New York Yankees,1,2,https://www.baseball-reference.com/boxes/TBA/TBA201605290.shtml
2016-05-29,Texas Rangers,Pittsburgh Pirates,6,2,https://www.baseball-reference.com/boxes/TEX/TEX201605290.shtml
2016-05-29,Toronto Blue Jays,Boston Red Sox,3,5,https://www.baseball-reference.com/boxes/TOR/TOR201605290.shtml
2016-05-29,Washington Nationals,St. Louis Cardinals,10,2,https://www.baseball-reference.com/boxes/WAS/WAS201605290.shtml
2016-05-30,Los Angeles Angels,Detroit Tigers,5,1,https://www.baseball-reference.com/boxes/ANA/ANA201605300.shtml
2016-05-30,Arizona D'Backs,Houston Astros,3,8,https://www.baseball-reference.com/boxes/ARI/ARI201605300.shtml
2016-05-30,Atlanta Braves,San Francisco Giants,5,3,https://www.baseball-reference.com/boxes/ATL/ATL201605300.shtml
2016-05-30,Baltimore Orioles,Boston Red Sox,2,7,https://www.baseball-reference.com/boxes/BAL/BAL201605300.shtml
2016-05-30,Chicago Cubs,Los Angeles Dodgers,2,0,https://www.baseball-reference.com/boxes/CHN/CHN201605300.shtml
2016-05-30,Cleveland Indians,Texas Rangers,2,9,https://www.baseball-reference.com/boxes/CLE/CLE201605300.shtml
2016-05-30,Colorado Rockies,Cincinnati Reds,8,11,https://www.baseball-reference.com/boxes/COL/COL201605300.shtml
2016-05-30,Kansas City Royals,Tampa Bay Rays,6,2,https://www.baseball-reference.com/boxes/KCA/KCA201605300.shtml
2016-05-30,Miami Marlins,Pittsburgh Pirates,0,10,https://www.baseball-reference.com/boxes/MIA/MIA201605300.shtml
2016-05-30,Milwaukee Brewers,St. Louis Cardinals,0,6,https://www.baseball-reference.com/boxes/MIL/MIL201605300.shtml
2016-05-30,New York Mets,Chicago White Sox,1,0,https://www.baseball-reference.com/boxes/NYN/NYN201605300.shtml
2016-05-30,Oakland Athletics,Minnesota Twins,3,2,https://www.baseball-reference.com/boxes/OAK/OAK201605300.shtml
2016-05-30,Philadelphia Phillies,Washington Nationals,3,4,https://www.baseball-reference.com/boxes/PHI/PHI201605300.shtml
2016-05-30,Seattle Mariners,San Diego Padres,9,3,https://www.baseball-reference.com/boxes/SEA/SEA201605300.shtml
2016-05-30,Toronto Blue Jays,New York Yankees,4,2,https://www.baseball-reference.com/boxes/TOR/TOR201605300.shtml
2016-05-31,Los Angeles Angels,Detroit Tigers,11,9,https://www.baseball-reference.com/boxes/ANA/ANA201605310.shtml
2016-05-31,Arizona D'Backs,Houston Astros,5,8,https://www.baseball-reference.com/boxes/ARI/ARI201605310.shtml
2016-05-31,Atlanta Braves,San Francisco Giants,0,4,https://www.baseball-reference.com/boxes/ATL/ATL201605310.shtml
2016-05-31,Baltimore Orioles,Boston Red Sox,2,6,https://www.baseball-reference.com/boxes/BAL/BAL201605310.shtml
2016-05-31,Chicago Cubs,Los Angeles Dodgers,0,5,https://www.baseball-reference.com/boxes/CHN/CHN201605310.shtml
2016-05-31,Cleveland Indians,Texas Rangers,3,7,https://www.baseball-reference.com/boxes/CLE/CLE201605310.shtml
2016-05-31,Colorado Rockies,Cincinnati Reds,17,4,https://www.baseball-reference.com/boxes/COL/COL201605310.shtml
2016-05-31,Kansas City Royals,Tampa Bay Rays,10,5,https://www.baseball-reference.com/boxes/KCA/KCA201605310.shtml
2016-05-31,Miami Marlins,Pittsburgh Pirates,3,1,https://www.baseball-reference.com/boxes/MIA/MIA201605310.shtml
2016-05-31,Milwaukee Brewers,St. Louis Cardinals,3,10,https://www.baseball-reference.com/boxes/MIL/MIL201605310.shtml
2016-05-31,New York Mets,Chicago White Sox,4,6,https://www.baseball-reference.com/boxes/NYN/NYN201605310.shtml
2016-05-31,Oakland Athletics,Minnesota Twins,7,4,https://www.baseball-reference.com/boxes/OAK/OAK201605310.shtml
2016-05-31,Philadelphia Phillies,Washington Nationals,1,5,https://www.baseball-reference.com/boxes/PHI/PHI201605310.shtml
2016-05-31,Seattle Mariners,San Diego Padres,16,4,https://www.baseball-reference.com/boxes/SEA/SEA201605310.shtml
2016-05-31,Toronto Blue Jays,New York Yankees,4,1,https://www.baseball-reference.com/boxes/TOR/TOR201605310.shtml
2016-06-01,Los Angeles Angels,Detroit Tigers,0,3,https://www.baseball-reference.com/boxes/ANA/ANA201606010.shtml
2016-06-01,Atlanta Braves,San Francisco Giants,5,4,https://www.baseball-reference.com/boxes/ATL/ATL201606010.shtml
2016-06-01,Baltimore Orioles,Boston Red Sox,13,9,https://www.baseball-reference.com/boxes/BAL/BAL201606010.shtml
2016-06-01,Chicago Cubs,Los Angeles Dodgers,2,1,https://www.baseball-reference.com/boxes/CHN/CHN201606010.shtml
2016-06-01,Cleveland Indians,Texas Rangers,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201606010.shtml
2016-06-01,Colorado Rockies,Cincinnati Reds,2,7,https://www.baseball-reference.com/boxes/COL/COL201606010.shtml
2016-06-01,Houston Astros,Arizona D'Backs,5,4,https://www.baseball-reference.com/boxes/HOU/HOU201606010.shtml
2016-06-01,Kansas City Royals,Tampa Bay Rays,6,3,https://www.baseball-reference.com/boxes/KCA/KCA201606010.shtml
2016-06-01,Miami Marlins,Pittsburgh Pirates,3,2,https://www.baseball-reference.com/boxes/MIA/MIA201606010.shtml
2016-06-01,Milwaukee Brewers,St. Louis Cardinals,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201606010.shtml
2016-06-01,New York Mets,Chicago White Sox,1,2,https://www.baseball-reference.com/boxes/NYN/NYN201606010.shtml
2016-06-01,Oakland Athletics,Minnesota Twins,5,1,https://www.baseball-reference.com/boxes/OAK/OAK201606010.shtml
2016-06-01,Philadelphia Phillies,Washington Nationals,2,7,https://www.baseball-reference.com/boxes/PHI/PHI201606010.shtml
2016-06-01,San Diego Padres,Seattle Mariners,14,6,https://www.baseball-reference.com/boxes/SDN/SDN201606010.shtml
2016-06-01,Toronto Blue Jays,New York Yankees,7,0,https://www.baseball-reference.com/boxes/TOR/TOR201606010.shtml
2016-06-02,Atlanta Braves,San Francisco Giants,0,6,https://www.baseball-reference.com/boxes/ATL/ATL201606020.shtml
2016-06-02,Baltimore Orioles,Boston Red Sox,12,7,https://www.baseball-reference.com/boxes/BAL/BAL201606020.shtml
2016-06-02,Chicago Cubs,Los Angeles Dodgers,7,2,https://www.baseball-reference.com/boxes/CHN/CHN201606020.shtml
2016-06-02,Cleveland Indians,Kansas City Royals,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201606020.shtml
2016-06-02,Colorado Rockies,Cincinnati Reds,4,11,https://www.baseball-reference.com/boxes/COL/COL201606020.shtml
2016-06-02,Detroit Tigers,New York Yankees,4,5,https://www.baseball-reference.com/boxes/DET/DET201606020.shtml
2016-06-02,Houston Astros,Arizona D'Backs,0,3,https://www.baseball-reference.com/boxes/HOU/HOU201606020.shtml
2016-06-02,Miami Marlins,Pittsburgh Pirates,4,3,https://www.baseball-reference.com/boxes/MIA/MIA201606020.shtml
2016-06-02,Minnesota Twins,Tampa Bay Rays,6,4,https://www.baseball-reference.com/boxes/MIN/MIN201606020.shtml
2016-06-02,Philadelphia Phillies,Milwaukee Brewers,1,4,https://www.baseball-reference.com/boxes/PHI/PHI201606020.shtml
2016-06-02,San Diego Padres,Seattle Mariners,13,16,https://www.baseball-reference.com/boxes/SDN/SDN201606020.shtml
2016-06-03,Baltimore Orioles,New York Yankees,6,5,https://www.baseball-reference.com/boxes/BAL/BAL201606030.shtml
2016-06-03,Boston Red Sox,Toronto Blue Jays,2,5,https://www.baseball-reference.com/boxes/BOS/BOS201606030.shtml
2016-06-03,Chicago Cubs,Arizona D'Backs,6,0,https://www.baseball-reference.com/boxes/CHN/CHN201606030.shtml
2016-06-03,Cincinnati Reds,Washington Nationals,7,2,https://www.baseball-reference.com/boxes/CIN/CIN201606030.shtml
2016-06-03,Cleveland Indians,Kansas City Royals,6,1,https://www.baseball-reference.com/boxes/CLE/CLE201606030.shtml
2016-06-03,Detroit Tigers,Chicago White Sox,10,3,https://www.baseball-reference.com/boxes/DET/DET201606030.shtml
2016-06-03,Houston Astros,Oakland Athletics,12,2,https://www.baseball-reference.com/boxes/HOU/HOU201606030.shtml
2016-06-03,Los Angeles Dodgers,Atlanta Braves,4,2,https://www.baseball-reference.com/boxes/LAN/LAN201606030.shtml
2016-06-03,Miami Marlins,New York Mets,2,6,https://www.baseball-reference.com/boxes/MIA/MIA201606030.shtml
2016-06-03,Minnesota Twins,Tampa Bay Rays,2,4,https://www.baseball-reference.com/boxes/MIN/MIN201606030.shtml
2016-06-03,Philadelphia Phillies,Milwaukee Brewers,6,3,https://www.baseball-reference.com/boxes/PHI/PHI201606030.shtml
2016-06-03,Pittsburgh Pirates,Los Angeles Angels,2,9,https://www.baseball-reference.com/boxes/PIT/PIT201606030.shtml
2016-06-03,San Diego Padres,Colorado Rockies,4,0,https://www.baseball-reference.com/boxes/SDN/SDN201606030.shtml
2016-06-03,St. Louis Cardinals,San Francisco Giants,1,5,https://www.baseball-reference.com/boxes/SLN/SLN201606030.shtml
2016-06-03,Texas Rangers,Seattle Mariners,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606030.shtml
2016-06-04,Baltimore Orioles,New York Yankees,6,8,https://www.baseball-reference.com/boxes/BAL/BAL201606040.shtml
2016-06-04,Boston Red Sox,Toronto Blue Jays,6,4,https://www.baseball-reference.com/boxes/BOS/BOS201606040.shtml
2016-06-04,Chicago Cubs,Arizona D'Backs,5,3,https://www.baseball-reference.com/boxes/CHN/CHN201606040.shtml
2016-06-04,Cincinnati Reds,Washington Nationals,6,3,https://www.baseball-reference.com/boxes/CIN/CIN201606040.shtml
2016-06-04,Cleveland Indians,Kansas City Royals,7,1,https://www.baseball-reference.com/boxes/CLE/CLE201606040.shtml
2016-06-04,Detroit Tigers,Chicago White Sox,7,4,https://www.baseball-reference.com/boxes/DET/DET201606040.shtml
2016-06-04,Houston Astros,Oakland Athletics,6,5,https://www.baseball-reference.com/boxes/HOU/HOU201606040.shtml
2016-06-04,Los Angeles Dodgers,Atlanta Braves,4,0,https://www.baseball-reference.com/boxes/LAN/LAN201606040.shtml
2016-06-04,Miami Marlins,New York Mets,4,6,https://www.baseball-reference.com/boxes/MIA/MIA201606040.shtml
2016-06-04,Minnesota Twins,Tampa Bay Rays,4,7,https://www.baseball-reference.com/boxes/MIN/MIN201606040.shtml
2016-06-04,Philadelphia Phillies,Milwaukee Brewers,3,6,https://www.baseball-reference.com/boxes/PHI/PHI201606040.shtml
2016-06-04,Pittsburgh Pirates,Los Angeles Angels,8,7,https://www.baseball-reference.com/boxes/PIT/PIT201606040.shtml
2016-06-04,San Diego Padres,Colorado Rockies,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201606040.shtml
2016-06-04,St. Louis Cardinals,San Francisco Giants,7,4,https://www.baseball-reference.com/boxes/SLN/SLN201606040.shtml
2016-06-04,Texas Rangers,Seattle Mariners,10,4,https://www.baseball-reference.com/boxes/TEX/TEX201606040.shtml
2016-06-05,Baltimore Orioles,New York Yankees,3,1,https://www.baseball-reference.com/boxes/BAL/BAL201606050.shtml
2016-06-05,Boston Red Sox,Toronto Blue Jays,4,5,https://www.baseball-reference.com/boxes/BOS/BOS201606050.shtml
2016-06-05,Chicago Cubs,Arizona D'Backs,2,3,https://www.baseball-reference.com/boxes/CHN/CHN201606050.shtml
2016-06-05,Cincinnati Reds,Washington Nationals,9,10,https://www.baseball-reference.com/boxes/CIN/CIN201606050.shtml
2016-06-05,Cleveland Indians,Kansas City Royals,7,0,https://www.baseball-reference.com/boxes/CLE/CLE201606050.shtml
2016-06-05,Detroit Tigers,Chicago White Sox,5,2,https://www.baseball-reference.com/boxes/DET/DET201606050.shtml
2016-06-05,Houston Astros,Oakland Athletics,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201606050.shtml
2016-06-05,Los Angeles Dodgers,Atlanta Braves,12,6,https://www.baseball-reference.com/boxes/LAN/LAN201606050.shtml
2016-06-05,Miami Marlins,New York Mets,1,0,https://www.baseball-reference.com/boxes/MIA/MIA201606050.shtml
2016-06-05,Minnesota Twins,Tampa Bay Rays,5,7,https://www.baseball-reference.com/boxes/MIN/MIN201606050.shtml
2016-06-05,Philadelphia Phillies,Milwaukee Brewers,8,1,https://www.baseball-reference.com/boxes/PHI/PHI201606050.shtml
2016-06-05,Pittsburgh Pirates,Los Angeles Angels,4,5,https://www.baseball-reference.com/boxes/PIT/PIT201606050.shtml
2016-06-05,San Diego Padres,Colorado Rockies,3,10,https://www.baseball-reference.com/boxes/SDN/SDN201606050.shtml
2016-06-05,St. Louis Cardinals,San Francisco Giants,6,3,https://www.baseball-reference.com/boxes/SLN/SLN201606050.shtml
2016-06-05,Texas Rangers,Seattle Mariners,3,2,https://www.baseball-reference.com/boxes/TEX/TEX201606050.shtml
2016-06-06,Arizona D'Backs,Tampa Bay Rays,4,6,https://www.baseball-reference.com/boxes/ARI/ARI201606060.shtml
2016-06-06,Baltimore Orioles,Kansas City Royals,4,1,https://www.baseball-reference.com/boxes/BAL/BAL201606060.shtml
2016-06-06,Detroit Tigers,Toronto Blue Jays,11,0,https://www.baseball-reference.com/boxes/DET/DET201606060.shtml
2016-06-06,Los Angeles Dodgers,Colorado Rockies,1,6,https://www.baseball-reference.com/boxes/LAN/LAN201606060.shtml
2016-06-06,New York Yankees,Los Angeles Angels,5,2,https://www.baseball-reference.com/boxes/NYA/NYA201606060.shtml
2016-06-06,Philadelphia Phillies,Chicago Cubs,4,6,https://www.baseball-reference.com/boxes/PHI/PHI201606060.shtml
2016-06-06,San Diego Padres,Atlanta Braves,7,2,https://www.baseball-reference.com/boxes/SDN/SDN201606060.shtml
2016-06-06,Seattle Mariners,Cleveland Indians,1,3,https://www.baseball-reference.com/boxes/SEA/SEA201606060.shtml
2016-06-06,Texas Rangers,Houston Astros,6,5,https://www.baseball-reference.com/boxes/TEX/TEX201606060.shtml
2016-06-07,Arizona D'Backs,Tampa Bay Rays,5,0,https://www.baseball-reference.com/boxes/ARI/ARI201606070.shtml
2016-06-07,Baltimore Orioles,Kansas City Royals,9,1,https://www.baseball-reference.com/boxes/BAL/BAL201606070.shtml
2016-06-07,Chicago White Sox,Washington Nationals,5,10,https://www.baseball-reference.com/boxes/CHA/CHA201606070.shtml
2016-06-07,Cincinnati Reds,St. Louis Cardinals,7,6,https://www.baseball-reference.com/boxes/CIN/CIN201606070.shtml
2016-06-07,Detroit Tigers,Toronto Blue Jays,3,2,https://www.baseball-reference.com/boxes/DET/DET201606070.shtml
2016-06-07,Los Angeles Dodgers,Colorado Rockies,4,3,https://www.baseball-reference.com/boxes/LAN/LAN201606070.shtml
2016-06-07,Milwaukee Brewers,Oakland Athletics,5,4,https://www.baseball-reference.com/boxes/MIL/MIL201606070.shtml
2016-06-07,Minnesota Twins,Miami Marlins,6,4,https://www.baseball-reference.com/boxes/MIN/MIN201606070.shtml
2016-06-07,New York Yankees,Los Angeles Angels,6,3,https://www.baseball-reference.com/boxes/NYA/NYA201606070.shtml
2016-06-07,Philadelphia Phillies,Chicago Cubs,3,2,https://www.baseball-reference.com/boxes/PHI/PHI201606070.shtml
2016-06-07,Pittsburgh Pirates,New York Mets,3,1,https://www.baseball-reference.com/boxes/PIT/PIT201606071.shtml
2016-06-07,Pittsburgh Pirates,New York Mets,3,1,https://www.baseball-reference.com/boxes/PIT/PIT201606072.shtml
2016-06-07,San Diego Padres,Atlanta Braves,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201606070.shtml
2016-06-07,Seattle Mariners,Cleveland Indians,7,1,https://www.baseball-reference.com/boxes/SEA/SEA201606070.shtml
2016-06-07,San Francisco Giants,Boston Red Sox,3,5,https://www.baseball-reference.com/boxes/SFN/SFN201606070.shtml
2016-06-07,Texas Rangers,Houston Astros,4,3,https://www.baseball-reference.com/boxes/TEX/TEX201606070.shtml
2016-06-08,Arizona D'Backs,Tampa Bay Rays,3,6,https://www.baseball-reference.com/boxes/ARI/ARI201606080.shtml
2016-06-08,Baltimore Orioles,Kansas City Royals,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201606080.shtml
2016-06-08,Chicago White Sox,Washington Nationals,4,11,https://www.baseball-reference.com/boxes/CHA/CHA201606080.shtml
2016-06-08,Cincinnati Reds,St. Louis Cardinals,7,12,https://www.baseball-reference.com/boxes/CIN/CIN201606080.shtml
2016-06-08,Detroit Tigers,Toronto Blue Jays,2,7,https://www.baseball-reference.com/boxes/DET/DET201606080.shtml
2016-06-08,Los Angeles Dodgers,Colorado Rockies,0,1,https://www.baseball-reference.com/boxes/LAN/LAN201606080.shtml
2016-06-08,Milwaukee Brewers,Oakland Athletics,4,0,https://www.baseball-reference.com/boxes/MIL/MIL201606080.shtml
2016-06-08,Minnesota Twins,Miami Marlins,7,5,https://www.baseball-reference.com/boxes/MIN/MIN201606080.shtml
2016-06-08,New York Yankees,Los Angeles Angels,12,6,https://www.baseball-reference.com/boxes/NYA/NYA201606080.shtml
2016-06-08,Philadelphia Phillies,Chicago Cubs,1,8,https://www.baseball-reference.com/boxes/PHI/PHI201606080.shtml
2016-06-08,Pittsburgh Pirates,New York Mets,5,6,https://www.baseball-reference.com/boxes/PIT/PIT201606080.shtml
2016-06-08,San Diego Padres,Atlanta Braves,2,4,https://www.baseball-reference.com/boxes/SDN/SDN201606080.shtml
2016-06-08,Seattle Mariners,Cleveland Indians,5,0,https://www.baseball-reference.com/boxes/SEA/SEA201606080.shtml
2016-06-08,San Francisco Giants,Boston Red Sox,2,1,https://www.baseball-reference.com/boxes/SFN/SFN201606080.shtml
2016-06-08,Texas Rangers,Houston Astros,1,3,https://www.baseball-reference.com/boxes/TEX/TEX201606080.shtml
2016-06-09,Chicago White Sox,Washington Nationals,3,1,https://www.baseball-reference.com/boxes/CHA/CHA201606090.shtml
2016-06-09,Cincinnati Reds,St. Louis Cardinals,2,3,https://www.baseball-reference.com/boxes/CIN/CIN201606090.shtml
2016-06-09,Colorado Rockies,Pittsburgh Pirates,11,5,https://www.baseball-reference.com/boxes/COL/COL201606090.shtml
2016-06-09,Milwaukee Brewers,New York Mets,2,5,https://www.baseball-reference.com/boxes/MIL/MIL201606090.shtml
2016-06-09,Minnesota Twins,Miami Marlins,3,10,https://www.baseball-reference.com/boxes/MIN/MIN201606090.shtml
2016-06-09,New York Yankees,Los Angeles Angels,6,3,https://www.baseball-reference.com/boxes/NYA/NYA201606090.shtml
2016-06-09,Seattle Mariners,Cleveland Indians,3,5,https://www.baseball-reference.com/boxes/SEA/SEA201606090.shtml
2016-06-09,Texas Rangers,Houston Astros,5,3,https://www.baseball-reference.com/boxes/TEX/TEX201606090.shtml
2016-06-09,Toronto Blue Jays,Baltimore Orioles,5,6,https://www.baseball-reference.com/boxes/TOR/TOR201606090.shtml
2016-06-10,Los Angeles Angels,Cleveland Indians,2,6,https://www.baseball-reference.com/boxes/ANA/ANA201606100.shtml
2016-06-10,Arizona D'Backs,Miami Marlins,6,8,https://www.baseball-reference.com/boxes/ARI/ARI201606100.shtml
2016-06-10,Atlanta Braves,Chicago Cubs,5,1,https://www.baseball-reference.com/boxes/ATL/ATL201606100.shtml
2016-06-10,Chicago White Sox,Kansas City Royals,7,5,https://www.baseball-reference.com/boxes/CHA/CHA201606100.shtml
2016-06-10,Cincinnati Reds,Oakland Athletics,2,1,https://www.baseball-reference.com/boxes/CIN/CIN201606100.shtml
2016-06-10,Colorado Rockies,San Diego Padres,5,7,https://www.baseball-reference.com/boxes/COL/COL201606100.shtml
2016-06-10,Milwaukee Brewers,New York Mets,1,2,https://www.baseball-reference.com/boxes/MIL/MIL201606100.shtml
2016-06-10,Minnesota Twins,Boston Red Sox,1,8,https://www.baseball-reference.com/boxes/MIN/MIN201606100.shtml
2016-06-10,New York Yankees,Detroit Tigers,4,0,https://www.baseball-reference.com/boxes/NYA/NYA201606100.shtml
2016-06-10,Pittsburgh Pirates,St. Louis Cardinals,3,9,https://www.baseball-reference.com/boxes/PIT/PIT201606100.shtml
2016-06-10,Seattle Mariners,Texas Rangers,7,5,https://www.baseball-reference.com/boxes/SEA/SEA201606100.shtml
2016-06-10,San Francisco Giants,Los Angeles Dodgers,2,3,https://www.baseball-reference.com/boxes/SFN/SFN201606100.shtml
2016-06-10,Tampa Bay Rays,Houston Astros,4,3,https://www.baseball-reference.com/boxes/TBA/TBA201606100.shtml
2016-06-10,Toronto Blue Jays,Baltimore Orioles,4,3,https://www.baseball-reference.com/boxes/TOR/TOR201606100.shtml
2016-06-10,Washington Nationals,Philadelphia Phillies,9,6,https://www.baseball-reference.com/boxes/WAS/WAS201606100.shtml
2016-06-11,Los Angeles Angels,Cleveland Indians,4,3,https://www.baseball-reference.com/boxes/ANA/ANA201606110.shtml
2016-06-11,Arizona D'Backs,Miami Marlins,5,3,https://www.baseball-reference.com/boxes/ARI/ARI201606110.shtml
2016-06-11,Atlanta Braves,Chicago Cubs,2,8,https://www.baseball-reference.com/boxes/ATL/ATL201606110.shtml
2016-06-11,Chicago White Sox,Kansas City Royals,1,4,https://www.baseball-reference.com/boxes/CHA/CHA201606110.shtml
2016-06-11,Cincinnati Reds,Oakland Athletics,2,1,https://www.baseball-reference.com/boxes/CIN/CIN201606110.shtml
2016-06-11,Colorado Rockies,San Diego Padres,5,3,https://www.baseball-reference.com/boxes/COL/COL201606110.shtml
2016-06-11,Milwaukee Brewers,New York Mets,7,4,https://www.baseball-reference.com/boxes/MIL/MIL201606110.shtml
