date,home_team,away_team,home_score,away_score,boxscore_url
2011-05-06,Philadelphia Phillies,Atlanta Braves,0,5,https://www.baseball-reference.com/boxes/PHI/PHI201105060.shtml
2011-05-06,Pittsburgh Pirates,Houston Astros,2,3,https://www.baseball-reference.com/boxes/PIT/PIT201105060.shtml
2011-05-06,San Diego Padres,Arizona D'Backs,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201105060.shtml
2011-05-06,Seattle Mariners,Chicago White Sox,3,2,https://www.baseball-reference.com/boxes/SEA/SEA201105060.shtml
2011-05-06,San Francisco Giants,Colorado Rockies,4,3,https://www.baseball-reference.com/boxes/SFN/SFN201105060.shtml
2011-05-06,St. Louis Cardinals,Milwaukee Brewers,6,0,https://www.baseball-reference.com/boxes/SLN/SLN201105060.shtml
2011-05-06,Texas Rangers,New York Yankees,1,4,https://www.baseball-reference.com/boxes/TEX/TEX201105060.shtml
2011-05-06,Toronto Blue Jays,Detroit Tigers,7,4,https://www.baseball-reference.com/boxes/TOR/TOR201105060.shtml
2011-05-07,LA Angels of Anaheim,Cleveland Indians,3,4,https://www.baseball-reference.com/boxes/ANA/ANA201105070.shtml
2011-05-07,Baltimore Orioles,Tampa Bay Rays,2,8,https://www.baseball-reference.com/boxes/BAL/BAL201105070.shtml
2011-05-07,Boston Red Sox,Minnesota Twins,4,0,https://www.baseball-reference.com/boxes/BOS/BOS201105070.shtml
2011-05-07,Chicago Cubs,Cincinnati Reds,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201105070.shtml
2011-05-07,Florida Marlins,Washington Nationals,2,5,https://www.baseball-reference.com/boxes/FLO/FLO201105070.shtml
2011-05-07,Kansas City Royals,Oakland Athletics,4,3,https://www.baseball-reference.com/boxes/KCA/KCA201105070.shtml
2011-05-07,New York Mets,Los Angeles Dodgers,4,2,https://www.baseball-reference.com/boxes/NYN/NYN201105070.shtml
2011-05-07,Philadelphia Phillies,Atlanta Braves,3,0,https://www.baseball-reference.com/boxes/PHI/PHI201105070.shtml
2011-05-07,Pittsburgh Pirates,Houston Astros,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201105070.shtml
2011-05-07,San Diego Padres,Arizona D'Backs,0,6,https://www.baseball-reference.com/boxes/SDN/SDN201105070.shtml
2011-05-07,Seattle Mariners,Chicago White Sox,0,6,https://www.baseball-reference.com/boxes/SEA/SEA201105070.shtml
2011-05-07,San Francisco Giants,Colorado Rockies,3,2,https://www.baseball-reference.com/boxes/SFN/SFN201105070.shtml
2011-05-07,St. Louis Cardinals,Milwaukee Brewers,0,4,https://www.baseball-reference.com/boxes/SLN/SLN201105070.shtml
2011-05-07,Texas Rangers,New York Yankees,7,5,https://www.baseball-reference.com/boxes/TEX/TEX201105070.shtml
2011-05-07,Toronto Blue Jays,Detroit Tigers,0,9,https://www.baseball-reference.com/boxes/TOR/TOR201105070.shtml
2011-05-08,LA Angels of Anaheim,Cleveland Indians,6,5,https://www.baseball-reference.com/boxes/ANA/ANA201105080.shtml
2011-05-08,Baltimore Orioles,Tampa Bay Rays,3,5,https://www.baseball-reference.com/boxes/BAL/BAL201105080.shtml
2011-05-08,Boston Red Sox,Minnesota Twins,9,5,https://www.baseball-reference.com/boxes/BOS/BOS201105080.shtml
2011-05-08,Chicago Cubs,Cincinnati Reds,0,2,https://www.baseball-reference.com/boxes/CHN/CHN201105080.shtml
2011-05-08,Florida Marlins,Washington Nationals,8,0,https://www.baseball-reference.com/boxes/FLO/FLO201105080.shtml
2011-05-08,Kansas City Royals,Oakland Athletics,2,5,https://www.baseball-reference.com/boxes/KCA/KCA201105080.shtml
2011-05-08,New York Mets,Los Angeles Dodgers,2,4,https://www.baseball-reference.com/boxes/NYN/NYN201105080.shtml
2011-05-08,Philadelphia Phillies,Atlanta Braves,2,5,https://www.baseball-reference.com/boxes/PHI/PHI201105080.shtml
2011-05-08,Pittsburgh Pirates,Houston Astros,5,4,https://www.baseball-reference.com/boxes/PIT/PIT201105080.shtml
2011-05-08,San Diego Padres,Arizona D'Backs,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201105080.shtml
2011-05-08,Seattle Mariners,Chicago White Sox,2,5,https://www.baseball-reference.com/boxes/SEA/SEA201105080.shtml
2011-05-08,San Francisco Giants,Colorado Rockies,3,0,https://www.baseball-reference.com/boxes/SFN/SFN201105080.shtml
2011-05-08,St. Louis Cardinals,Milwaukee Brewers,3,1,https://www.baseball-reference.com/boxes/SLN/SLN201105080.shtml
2011-05-08,Texas Rangers,New York Yankees,5,12,https://www.baseball-reference.com/boxes/TEX/TEX201105080.shtml
2011-05-08,Toronto Blue Jays,Detroit Tigers,2,5,https://www.baseball-reference.com/boxes/TOR/TOR201105080.shtml
2011-05-09,LA Angels of Anaheim,Chicago White Sox,0,8,https://www.baseball-reference.com/boxes/ANA/ANA201105090.shtml
2011-05-09,Boston Red Sox,Minnesota Twins,2,1,https://www.baseball-reference.com/boxes/BOS/BOS201105090.shtml
2011-05-09,Colorado Rockies,New York Mets,2,1,https://www.baseball-reference.com/boxes/COL/COL201105090.shtml
2011-05-09,Florida Marlins,Philadelphia Phillies,4,6,https://www.baseball-reference.com/boxes/FLO/FLO201105090.shtml
2011-05-09,Houston Astros,Cincinnati Reds,1,6,https://www.baseball-reference.com/boxes/HOU/HOU201105090.shtml
2011-05-09,Milwaukee Brewers,San Diego Padres,4,3,https://www.baseball-reference.com/boxes/MIL/MIL201105090.shtml
2011-05-09,Pittsburgh Pirates,Los Angeles Dodgers,4,1,https://www.baseball-reference.com/boxes/PIT/PIT201105090.shtml
2011-05-09,Texas Rangers,Oakland Athletics,2,7,https://www.baseball-reference.com/boxes/TEX/TEX201105090.shtml
2011-05-09,Toronto Blue Jays,Detroit Tigers,5,10,https://www.baseball-reference.com/boxes/TOR/TOR201105090.shtml
2011-05-10,LA Angels of Anaheim,Chicago White Sox,6,2,https://www.baseball-reference.com/boxes/ANA/ANA201105100.shtml
2011-05-10,Atlanta Braves,Washington Nationals,6,7,https://www.baseball-reference.com/boxes/ATL/ATL201105100.shtml
2011-05-10,Baltimore Orioles,Seattle Mariners,7,6,https://www.baseball-reference.com/boxes/BAL/BAL201105100.shtml
2011-05-10,Chicago Cubs,St. Louis Cardinals,4,6,https://www.baseball-reference.com/boxes/CHN/CHN201105100.shtml
2011-05-10,Cleveland Indians,Tampa Bay Rays,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201105100.shtml
2011-05-10,Colorado Rockies,New York Mets,3,4,https://www.baseball-reference.com/boxes/COL/COL201105100.shtml
2011-05-10,Florida Marlins,Philadelphia Phillies,2,1,https://www.baseball-reference.com/boxes/FLO/FLO201105100.shtml
2011-05-10,Houston Astros,Cincinnati Reds,3,7,https://www.baseball-reference.com/boxes/HOU/HOU201105100.shtml
2011-05-10,Milwaukee Brewers,San Diego Padres,8,6,https://www.baseball-reference.com/boxes/MIL/MIL201105100.shtml
2011-05-10,Minnesota Twins,Detroit Tigers,2,10,https://www.baseball-reference.com/boxes/MIN/MIN201105100.shtml
2011-05-10,New York Yankees,Kansas City Royals,3,1,https://www.baseball-reference.com/boxes/NYA/NYA201105100.shtml
2011-05-10,Pittsburgh Pirates,Los Angeles Dodgers,3,10,https://www.baseball-reference.com/boxes/PIT/PIT201105100.shtml
2011-05-10,San Francisco Giants,Arizona D'Backs,1,0,https://www.baseball-reference.com/boxes/SFN/SFN201105100.shtml
2011-05-10,Texas Rangers,Oakland Athletics,7,2,https://www.baseball-reference.com/boxes/TEX/TEX201105100.shtml
2011-05-10,Toronto Blue Jays,Boston Red Sox,7,6,https://www.baseball-reference.com/boxes/TOR/TOR201105100.shtml
2011-05-11,LA Angels of Anaheim,Chicago White Sox,4,6,https://www.baseball-reference.com/boxes/ANA/ANA201105110.shtml
2011-05-11,Atlanta Braves,Washington Nationals,3,7,https://www.baseball-reference.com/boxes/ATL/ATL201105110.shtml
2011-05-11,Baltimore Orioles,Seattle Mariners,4,2,https://www.baseball-reference.com/boxes/BAL/BAL201105110.shtml
2011-05-11,Chicago Cubs,St. Louis Cardinals,11,4,https://www.baseball-reference.com/boxes/CHN/CHN201105110.shtml
2011-05-11,Cleveland Indians,Tampa Bay Rays,2,8,https://www.baseball-reference.com/boxes/CLE/CLE201105110.shtml
2011-05-11,Florida Marlins,Philadelphia Phillies,3,5,https://www.baseball-reference.com/boxes/FLO/FLO201105110.shtml
2011-05-11,Houston Astros,Cincinnati Reds,4,3,https://www.baseball-reference.com/boxes/HOU/HOU201105110.shtml
2011-05-11,Milwaukee Brewers,San Diego Padres,6,13,https://www.baseball-reference.com/boxes/MIL/MIL201105110.shtml
2011-05-11,Minnesota Twins,Detroit Tigers,7,9,https://www.baseball-reference.com/boxes/MIN/MIN201105110.shtml
2011-05-11,New York Yankees,Kansas City Royals,3,4,https://www.baseball-reference.com/boxes/NYA/NYA201105110.shtml
2011-05-11,Pittsburgh Pirates,Los Angeles Dodgers,0,2,https://www.baseball-reference.com/boxes/PIT/PIT201105110.shtml
2011-05-11,San Francisco Giants,Arizona D'Backs,4,3,https://www.baseball-reference.com/boxes/SFN/SFN201105110.shtml
2011-05-11,Toronto Blue Jays,Boston Red Sox,9,3,https://www.baseball-reference.com/boxes/TOR/TOR201105110.shtml
2011-05-12,Atlanta Braves,Washington Nationals,6,5,https://www.baseball-reference.com/boxes/ATL/ATL201105120.shtml
2011-05-12,Baltimore Orioles,Seattle Mariners,2,1,https://www.baseball-reference.com/boxes/BAL/BAL201105120.shtml
2011-05-12,Chicago Cubs,St. Louis Cardinals,1,9,https://www.baseball-reference.com/boxes/CHN/CHN201105120.shtml
2011-05-12,Cleveland Indians,Tampa Bay Rays,4,7,https://www.baseball-reference.com/boxes/CLE/CLE201105120.shtml
2011-05-12,Colorado Rockies,New York Mets,5,9,https://www.baseball-reference.com/boxes/COL/COL201105120.shtml
2011-05-12,New York Yankees,Kansas City Royals,5,11,https://www.baseball-reference.com/boxes/NYA/NYA201105120.shtml
2011-05-12,San Francisco Giants,Arizona D'Backs,3,2,https://www.baseball-reference.com/boxes/SFN/SFN201105120.shtml
2011-05-13,Atlanta Braves,Philadelphia Phillies,4,5,https://www.baseball-reference.com/boxes/ATL/ATL201105130.shtml
2011-05-13,Chicago Cubs,San Francisco Giants,11,4,https://www.baseball-reference.com/boxes/CHN/CHN201105130.shtml
2011-05-13,Cincinnati Reds,St. Louis Cardinals,6,5,https://www.baseball-reference.com/boxes/CIN/CIN201105130.shtml
2011-05-13,Cleveland Indians,Seattle Mariners,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201105130.shtml
2011-05-13,Colorado Rockies,San Diego Padres,12,7,https://www.baseball-reference.com/boxes/COL/COL201105130.shtml
2011-05-13,Detroit Tigers,Kansas City Royals,3,1,https://www.baseball-reference.com/boxes/DET/DET201105130.shtml
2011-05-13,Houston Astros,New York Mets,4,6,https://www.baseball-reference.com/boxes/HOU/HOU201105130.shtml
2011-05-13,Los Angeles Dodgers,Arizona D'Backs,4,3,https://www.baseball-reference.com/boxes/LAN/LAN201105130.shtml
2011-05-13,Milwaukee Brewers,Pittsburgh Pirates,5,2,https://www.baseball-reference.com/boxes/MIL/MIL201105130.shtml
2011-05-13,Minnesota Twins,Toronto Blue Jays,0,2,https://www.baseball-reference.com/boxes/MIN/MIN201105130.shtml
2011-05-13,New York Yankees,Boston Red Sox,4,5,https://www.baseball-reference.com/boxes/NYA/NYA201105130.shtml
2011-05-13,Oakland Athletics,Chicago White Sox,3,4,https://www.baseball-reference.com/boxes/OAK/OAK201105130.shtml
2011-05-13,Tampa Bay Rays,Baltimore Orioles,3,0,https://www.baseball-reference.com/boxes/TBA/TBA201105130.shtml
2011-05-13,Texas Rangers,LA Angels of Anaheim,4,1,https://www.baseball-reference.com/boxes/TEX/TEX201105130.shtml
2011-05-13,Washington Nationals,Florida Marlins,5,6,https://www.baseball-reference.com/boxes/WAS/WAS201105130.shtml
2011-05-14,Atlanta Braves,Philadelphia Phillies,5,3,https://www.baseball-reference.com/boxes/ATL/ATL201105140.shtml
2011-05-14,Chicago Cubs,San Francisco Giants,0,3,https://www.baseball-reference.com/boxes/CHN/CHN201105140.shtml
2011-05-14,Cincinnati Reds,St. Louis Cardinals,7,3,https://www.baseball-reference.com/boxes/CIN/CIN201105140.shtml
2011-05-14,Colorado Rockies,San Diego Padres,7,9,https://www.baseball-reference.com/boxes/COL/COL201105140.shtml
2011-05-14,Detroit Tigers,Kansas City Royals,3,0,https://www.baseball-reference.com/boxes/DET/DET201105140.shtml
2011-05-14,Houston Astros,New York Mets,7,3,https://www.baseball-reference.com/boxes/HOU/HOU201105140.shtml
2011-05-14,Los Angeles Dodgers,Arizona D'Backs,0,1,https://www.baseball-reference.com/boxes/LAN/LAN201105140.shtml
2011-05-14,Milwaukee Brewers,Pittsburgh Pirates,8,2,https://www.baseball-reference.com/boxes/MIL/MIL201105140.shtml
2011-05-14,Minnesota Twins,Toronto Blue Jays,3,9,https://www.baseball-reference.com/boxes/MIN/MIN201105140.shtml
2011-05-14,New York Yankees,Boston Red Sox,0,6,https://www.baseball-reference.com/boxes/NYA/NYA201105140.shtml
2011-05-14,Oakland Athletics,Chicago White Sox,6,2,https://www.baseball-reference.com/boxes/OAK/OAK201105140.shtml
2011-05-14,Tampa Bay Rays,Baltimore Orioles,0,6,https://www.baseball-reference.com/boxes/TBA/TBA201105140.shtml
2011-05-14,Texas Rangers,LA Angels of Anaheim,2,3,https://www.baseball-reference.com/boxes/TEX/TEX201105140.shtml
2011-05-14,Washington Nationals,Florida Marlins,0,1,https://www.baseball-reference.com/boxes/WAS/WAS201105140.shtml
2011-05-15,Atlanta Braves,Philadelphia Phillies,3,2,https://www.baseball-reference.com/boxes/ATL/ATL201105150.shtml
2011-05-15,Cincinnati Reds,St. Louis Cardinals,9,7,https://www.baseball-reference.com/boxes/CIN/CIN201105150.shtml
2011-05-15,Colorado Rockies,San Diego Padres,2,8,https://www.baseball-reference.com/boxes/COL/COL201105150.shtml
2011-05-15,Houston Astros,New York Mets,4,7,https://www.baseball-reference.com/boxes/HOU/HOU201105150.shtml
2011-05-15,Los Angeles Dodgers,Arizona D'Backs,1,4,https://www.baseball-reference.com/boxes/LAN/LAN201105150.shtml
2011-05-15,Milwaukee Brewers,Pittsburgh Pirates,9,6,https://www.baseball-reference.com/boxes/MIL/MIL201105150.shtml
2011-05-15,Minnesota Twins,Toronto Blue Jays,3,11,https://www.baseball-reference.com/boxes/MIN/MIN201105150.shtml
2011-05-15,New York Yankees,Boston Red Sox,5,7,https://www.baseball-reference.com/boxes/NYA/NYA201105150.shtml
2011-05-15,Oakland Athletics,Chicago White Sox,3,4,https://www.baseball-reference.com/boxes/OAK/OAK201105150.shtml
2011-05-15,Tampa Bay Rays,Baltimore Orioles,3,9,https://www.baseball-reference.com/boxes/TBA/TBA201105150.shtml
2011-05-15,Texas Rangers,LA Angels of Anaheim,5,4,https://www.baseball-reference.com/boxes/TEX/TEX201105150.shtml
2011-05-15,Washington Nationals,Florida Marlins,8,4,https://www.baseball-reference.com/boxes/WAS/WAS201105150.shtml
2011-05-16,Arizona D'Backs,San Diego Padres,4,8,https://www.baseball-reference.com/boxes/ARI/ARI201105160.shtml
2011-05-16,Atlanta Braves,Houston Astros,3,2,https://www.baseball-reference.com/boxes/ATL/ATL201105160.shtml
2011-05-16,Boston Red Sox,Baltimore Orioles,8,7,https://www.baseball-reference.com/boxes/BOS/BOS201105160.shtml
2011-05-16,Chicago White Sox,Texas Rangers,0,4,https://www.baseball-reference.com/boxes/CHA/CHA201105160.shtml
2011-05-16,Cincinnati Reds,Chicago Cubs,7,4,https://www.baseball-reference.com/boxes/CIN/CIN201105160.shtml
2011-05-16,Colorado Rockies,San Francisco Giants,7,4,https://www.baseball-reference.com/boxes/COL/COL201105160.shtml
2011-05-16,Detroit Tigers,Toronto Blue Jays,2,4,https://www.baseball-reference.com/boxes/DET/DET201105160.shtml
2011-05-16,Kansas City Royals,Cleveland Indians,1,19,https://www.baseball-reference.com/boxes/KCA/KCA201105160.shtml
2011-05-16,Los Angeles Dodgers,Milwaukee Brewers,1,2,https://www.baseball-reference.com/boxes/LAN/LAN201105160.shtml
2011-05-16,New York Mets,Florida Marlins,1,2,https://www.baseball-reference.com/boxes/NYN/NYN201105160.shtml
2011-05-16,Oakland Athletics,LA Angels of Anaheim,5,4,https://www.baseball-reference.com/boxes/OAK/OAK201105160.shtml
2011-05-16,Seattle Mariners,Minnesota Twins,5,2,https://www.baseball-reference.com/boxes/SEA/SEA201105160.shtml
2011-05-16,St. Louis Cardinals,Philadelphia Phillies,3,1,https://www.baseball-reference.com/boxes/SLN/SLN201105160.shtml
2011-05-16,Tampa Bay Rays,New York Yankees,6,5,https://www.baseball-reference.com/boxes/TBA/TBA201105160.shtml
2011-05-16,Washington Nationals,Pittsburgh Pirates,4,2,https://www.baseball-reference.com/boxes/WAS/WAS201105160.shtml
2011-05-17,Arizona D'Backs,San Diego Padres,6,1,https://www.baseball-reference.com/boxes/ARI/ARI201105170.shtml
2011-05-17,Atlanta Braves,Houston Astros,3,1,https://www.baseball-reference.com/boxes/ATL/ATL201105170.shtml
2011-05-17,Chicago White Sox,Texas Rangers,4,3,https://www.baseball-reference.com/boxes/CHA/CHA201105170.shtml
2011-05-17,Cincinnati Reds,Chicago Cubs,7,5,https://www.baseball-reference.com/boxes/CIN/CIN201105170.shtml
2011-05-17,Colorado Rockies,San Francisco Giants,5,3,https://www.baseball-reference.com/boxes/COL/COL201105170.shtml
2011-05-17,Kansas City Royals,Cleveland Indians,3,7,https://www.baseball-reference.com/boxes/KCA/KCA201105170.shtml
2011-05-17,Los Angeles Dodgers,Milwaukee Brewers,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201105170.shtml
2011-05-17,Oakland Athletics,LA Angels of Anaheim,14,0,https://www.baseball-reference.com/boxes/OAK/OAK201105170.shtml
2011-05-17,Seattle Mariners,Minnesota Twins,1,2,https://www.baseball-reference.com/boxes/SEA/SEA201105170.shtml
2011-05-17,St. Louis Cardinals,Philadelphia Phillies,2,1,https://www.baseball-reference.com/boxes/SLN/SLN201105170.shtml
2011-05-17,Tampa Bay Rays,New York Yankees,2,6,https://www.baseball-reference.com/boxes/TBA/TBA201105170.shtml
2011-05-18,Arizona D'Backs,Atlanta Braves,5,4,https://www.baseball-reference.com/boxes/ARI/ARI201105180.shtml
2011-05-18,Baltimore Orioles,New York Yankees,1,4,https://www.baseball-reference.com/boxes/BAL/BAL201105180.shtml
2011-05-18,Boston Red Sox,Detroit Tigers,1,0,https://www.baseball-reference.com/boxes/BOS/BOS201105180.shtml
2011-05-18,Chicago White Sox,Cleveland Indians,1,0,https://www.baseball-reference.com/boxes/CHA/CHA201105180.shtml
2011-05-18,Cincinnati Reds,Pittsburgh Pirates,0,5,https://www.baseball-reference.com/boxes/CIN/CIN201105180.shtml
2011-05-18,Florida Marlins,Chicago Cubs,5,7,https://www.baseball-reference.com/boxes/FLO/FLO201105180.shtml
2011-05-18,Kansas City Royals,Texas Rangers,4,5,https://www.baseball-reference.com/boxes/KCA/KCA201105180.shtml
2011-05-18,Los Angeles Dodgers,San Francisco Giants,5,8,https://www.baseball-reference.com/boxes/LAN/LAN201105180.shtml
2011-05-18,New York Mets,Washington Nationals,3,0,https://www.baseball-reference.com/boxes/NYN/NYN201105180.shtml
2011-05-18,Oakland Athletics,Minnesota Twins,3,4,https://www.baseball-reference.com/boxes/OAK/OAK201105180.shtml
2011-05-18,Philadelphia Phillies,Colorado Rockies,2,1,https://www.baseball-reference.com/boxes/PHI/PHI201105180.shtml
2011-05-18,San Diego Padres,Milwaukee Brewers,2,5,https://www.baseball-reference.com/boxes/SDN/SDN201105180.shtml
2011-05-18,Seattle Mariners,LA Angels of Anaheim,3,0,https://www.baseball-reference.com/boxes/SEA/SEA201105180.shtml
2011-05-18,St. Louis Cardinals,Houston Astros,5,1,https://www.baseball-reference.com/boxes/SLN/SLN201105180.shtml
2011-05-18,Toronto Blue Jays,Tampa Bay Rays,5,6,https://www.baseball-reference.com/boxes/TOR/TOR201105180.shtml
2011-05-19,Arizona D'Backs,Atlanta Braves,2,1,https://www.baseball-reference.com/boxes/ARI/ARI201105190.shtml
2011-05-19,Baltimore Orioles,New York Yankees,2,13,https://www.baseball-reference.com/boxes/BAL/BAL201105190.shtml
2011-05-19,Boston Red Sox,Detroit Tigers,4,3,https://www.baseball-reference.com/boxes/BOS/BOS201105190.shtml
2011-05-19,Chicago White Sox,Cleveland Indians,8,2,https://www.baseball-reference.com/boxes/CHA/CHA201105190.shtml
2011-05-19,Cincinnati Reds,Pittsburgh Pirates,3,5,https://www.baseball-reference.com/boxes/CIN/CIN201105190.shtml
2011-05-19,Florida Marlins,Chicago Cubs,1,5,https://www.baseball-reference.com/boxes/FLO/FLO201105190.shtml
2011-05-19,Kansas City Royals,Texas Rangers,2,1,https://www.baseball-reference.com/boxes/KCA/KCA201105190.shtml
2011-05-19,Los Angeles Dodgers,San Francisco Giants,1,3,https://www.baseball-reference.com/boxes/LAN/LAN201105190.shtml
2011-05-19,New York Mets,Washington Nationals,1,0,https://www.baseball-reference.com/boxes/NYN/NYN201105190.shtml
2011-05-19,Oakland Athletics,Minnesota Twins,1,11,https://www.baseball-reference.com/boxes/OAK/OAK201105190.shtml
2011-05-19,Philadelphia Phillies,Colorado Rockies,1,7,https://www.baseball-reference.com/boxes/PHI/PHI201105190.shtml
2011-05-19,San Diego Padres,Milwaukee Brewers,1,0,https://www.baseball-reference.com/boxes/SDN/SDN201105190.shtml
2011-05-19,Seattle Mariners,LA Angels of Anaheim,2,1,https://www.baseball-reference.com/boxes/SEA/SEA201105190.shtml
2011-05-19,St. Louis Cardinals,Houston Astros,4,2,https://www.baseball-reference.com/boxes/SLN/SLN201105190.shtml
2011-05-19,Toronto Blue Jays,Tampa Bay Rays,3,2,https://www.baseball-reference.com/boxes/TOR/TOR201105190.shtml
2011-05-20,LA Angels of Anaheim,Atlanta Braves,9,0,https://www.baseball-reference.com/boxes/ANA/ANA201105200.shtml
2011-05-20,Arizona D'Backs,Minnesota Twins,8,7,https://www.baseball-reference.com/boxes/ARI/ARI201105200.shtml
2011-05-20,Baltimore Orioles,Washington Nationals,5,17,https://www.baseball-reference.com/boxes/BAL/BAL201105200.shtml
2011-05-20,Boston Red Sox,Chicago Cubs,15,5,https://www.baseball-reference.com/boxes/BOS/BOS201105200.shtml
2011-05-20,Chicago White Sox,Los Angeles Dodgers,4,6,https://www.baseball-reference.com/boxes/CHA/CHA201105200.shtml
2011-05-20,Cleveland Indians,Cincinnati Reds,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201105200.shtml
2011-05-20,Florida Marlins,Tampa Bay Rays,5,3,https://www.baseball-reference.com/boxes/FLO/FLO201105200.shtml
2011-05-20,Kansas City Royals,St. Louis Cardinals,3,0,https://www.baseball-reference.com/boxes/KCA/KCA201105200.shtml
2011-05-20,Milwaukee Brewers,Colorado Rockies,7,6,https://www.baseball-reference.com/boxes/MIL/MIL201105200.shtml
2011-05-20,New York Yankees,New York Mets,1,2,https://www.baseball-reference.com/boxes/NYA/NYA201105200.shtml
2011-05-20,Philadelphia Phillies,Texas Rangers,3,2,https://www.baseball-reference.com/boxes/PHI/PHI201105200.shtml
2011-05-20,Pittsburgh Pirates,Detroit Tigers,10,1,https://www.baseball-reference.com/boxes/PIT/PIT201105200.shtml
2011-05-20,San Diego Padres,Seattle Mariners,1,4,https://www.baseball-reference.com/boxes/SDN/SDN201105200.shtml
2011-05-20,San Francisco Giants,Oakland Athletics,2,1,https://www.baseball-reference.com/boxes/SFN/SFN201105200.shtml
2011-05-20,Toronto Blue Jays,Houston Astros,2,5,https://www.baseball-reference.com/boxes/TOR/TOR201105200.shtml
2011-05-21,LA Angels of Anaheim,Atlanta Braves,4,5,https://www.baseball-reference.com/boxes/ANA/ANA201105210.shtml
2011-05-21,Arizona D'Backs,Minnesota Twins,9,6,https://www.baseball-reference.com/boxes/ARI/ARI201105210.shtml
2011-05-21,Baltimore Orioles,Washington Nationals,8,3,https://www.baseball-reference.com/boxes/BAL/BAL201105210.shtml
2011-05-21,Boston Red Sox,Chicago Cubs,3,9,https://www.baseball-reference.com/boxes/BOS/BOS201105210.shtml
2011-05-21,Chicago White Sox,Los Angeles Dodgers,9,2,https://www.baseball-reference.com/boxes/CHA/CHA201105210.shtml
2011-05-21,Cleveland Indians,Cincinnati Reds,2,1,https://www.baseball-reference.com/boxes/CLE/CLE201105210.shtml
2011-05-21,Florida Marlins,Tampa Bay Rays,5,3,https://www.baseball-reference.com/boxes/FLO/FLO201105210.shtml
2011-05-21,Kansas City Royals,St. Louis Cardinals,0,3,https://www.baseball-reference.com/boxes/KCA/KCA201105210.shtml
2011-05-21,Milwaukee Brewers,Colorado Rockies,3,2,https://www.baseball-reference.com/boxes/MIL/MIL201105210.shtml
2011-05-21,New York Yankees,New York Mets,7,3,https://www.baseball-reference.com/boxes/NYA/NYA201105210.shtml
2011-05-21,Philadelphia Phillies,Texas Rangers,2,0,https://www.baseball-reference.com/boxes/PHI/PHI201105210.shtml
2011-05-21,Pittsburgh Pirates,Detroit Tigers,6,2,https://www.baseball-reference.com/boxes/PIT/PIT201105210.shtml
2011-05-21,San Diego Padres,Seattle Mariners,0,4,https://www.baseball-reference.com/boxes/SDN/SDN201105210.shtml
2011-05-21,San Francisco Giants,Oakland Athletics,3,0,https://www.baseball-reference.com/boxes/SFN/SFN201105210.shtml
2011-05-21,Toronto Blue Jays,Houston Astros,7,5,https://www.baseball-reference.com/boxes/TOR/TOR201105210.shtml
2011-05-22,LA Angels of Anaheim,Atlanta Braves,4,1,https://www.baseball-reference.com/boxes/ANA/ANA201105220.shtml
2011-05-22,Arizona D'Backs,Minnesota Twins,3,2,https://www.baseball-reference.com/boxes/ARI/ARI201105220.shtml
2011-05-22,Baltimore Orioles,Washington Nationals,2,1,https://www.baseball-reference.com/boxes/BAL/BAL201105220.shtml
2011-05-22,Boston Red Sox,Chicago Cubs,5,1,https://www.baseball-reference.com/boxes/BOS/BOS201105220.shtml
2011-05-22,Chicago White Sox,Los Angeles Dodgers,8,3,https://www.baseball-reference.com/boxes/CHA/CHA201105220.shtml
2011-05-22,Cleveland Indians,Cincinnati Reds,12,4,https://www.baseball-reference.com/boxes/CLE/CLE201105220.shtml
2011-05-22,Florida Marlins,Tampa Bay Rays,0,4,https://www.baseball-reference.com/boxes/FLO/FLO201105220.shtml
2011-05-22,Kansas City Royals,St. Louis Cardinals,8,9,https://www.baseball-reference.com/boxes/KCA/KCA201105220.shtml
2011-05-22,Milwaukee Brewers,Colorado Rockies,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201105220.shtml
2011-05-22,New York Yankees,New York Mets,9,3,https://www.baseball-reference.com/boxes/NYA/NYA201105220.shtml
2011-05-22,Philadelphia Phillies,Texas Rangers,0,2,https://www.baseball-reference.com/boxes/PHI/PHI201105220.shtml
2011-05-22,Pittsburgh Pirates,Detroit Tigers,0,2,https://www.baseball-reference.com/boxes/PIT/PIT201105220.shtml
2011-05-22,San Diego Padres,Seattle Mariners,1,6,https://www.baseball-reference.com/boxes/SDN/SDN201105220.shtml
2011-05-22,San Francisco Giants,Oakland Athletics,5,4,https://www.baseball-reference.com/boxes/SFN/SFN201105220.shtml
2011-05-22,Toronto Blue Jays,Houston Astros,2,3,https://www.baseball-reference.com/boxes/TOR/TOR201105220.shtml
2011-05-23,LA Angels of Anaheim,Oakland Athletics,4,1,https://www.baseball-reference.com/boxes/ANA/ANA201105230.shtml
2011-05-23,Cleveland Indians,Boston Red Sox,3,2,https://www.baseball-reference.com/boxes/CLE/CLE201105230.shtml
