Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
537,Luis Castillo,30,SEA,AL,-0.3,0,0,,7.71,2,2,0,0,0,0,7.0,12,7,6,0,7,0,5,0,0,0,41,50,4.66,2.714,15.4,0.0,9.0,6.4,0.71,,castilu03
538,Joey Estes,23,ATH,AL,-0.5,0,2,.000,15.43,2,2,0,0,0,0,7.0,15,12,12,4,6,0,5,1,0,0,42,28,12.09,3.000,19.3,5.1,7.7,6.4,0.83,,estesjo01
539,Logan Gillaspie,28,SDP,NL,0.3,0,0,,2.57,3,0,0,0,0,0,7.0,7,2,2,1,4,0,4,1,2,0,31,168,5.94,1.571,9.0,1.3,5.1,5.1,1.00,,gillalo01
540,Michael Kopech,29,LAD,NL,0.4,0,0,,0.00,8,0,1,0,0,0,7.0,3,0,0,0,4,0,8,0,1,1,29,,2.51,1.000,3.9,0.0,5.1,10.3,2.00,,kopecmi01
541,Scott McGough,35,ARI,NL,0.0,0,0,,6.43,7,0,2,0,0,0,7.0,6,5,5,1,6,0,5,1,0,0,35,68,6.51,1.714,7.7,1.3,7.7,6.4,0.83,,mcgousc01
542,Gregory Santos,25,SEA,AL,-0.3,1,1,.500,5.14,8,0,2,0,0,0,7.0,8,6,4,0,8,2,0,0,0,2,36,76,6.51,2.286,10.3,0.0,10.3,0.0,0.00,,santogr01
543,Fraser Ellard*,27,CHW,AL,-0.2,0,2,.000,6.75,7,0,3,0,0,0,6.2,1,5,5,0,6,0,10,1,0,0,25,65,3.24,1.050,1.4,0.0,8.1,13.5,1.67,,ellarfr01
544,Justin Garza,31,NYM,NL,-0.1,0,0,,5.40,5,0,4,0,0,0,6.2,8,4,4,1,1,0,3,0,0,1,28,74,4.59,1.350,10.8,1.4,1.4,4.1,3.00,,garzaju01
545,Andre Granillo,25,STL,NL,0.3,1,0,1.000,1.35,5,0,2,0,0,1,6.2,3,1,1,0,1,0,2,0,0,1,24,324,2.94,0.600,4.1,0.0,1.4,2.7,2.00,,granian01
546,Tommy Henry*,27,ARI,NL,0.1,0,0,,4.05,2,0,1,0,0,0,6.2,6,3,3,3,1,0,8,1,0,0,26,108,7.44,1.050,8.1,4.1,1.4,10.8,8.00,,henryto01
547,Cristian Mena,22,ARI,NL,0.4,1,0,1.000,1.35,3,0,0,0,0,0,6.2,3,1,1,1,3,0,8,0,0,1,26,324,3.99,0.900,4.1,1.4,4.1,10.8,2.67,,menacr01
548,Roddery Muñoz,25,STL,NL,-0.1,0,0,,8.10,6,0,4,0,0,0,6.2,6,6,6,2,4,0,7,0,0,1,30,54,6.69,1.500,8.1,2.7,5.4,9.5,1.75,,munozro01
549,Michael Petersen,31,ATL,NL,0.0,0,0,,4.05,4,0,2,0,0,0,6.2,7,3,3,1,2,0,5,0,0,1,28,107,4.44,1.350,9.5,1.4,2.7,6.8,2.50,,petermi01
550,Connor Seabold,29,TBR,AL,0.2,0,0,,1.35,3,0,3,0,0,0,6.2,7,1,1,0,3,0,5,0,0,0,29,309,2.94,1.500,9.5,0.0,4.1,6.8,1.67,,seaboco01
551,Troy Taylor,23,SEA,AL,-0.3,0,0,,12.15,8,0,4,0,0,0,6.2,14,9,9,2,3,0,2,1,0,0,37,32,8.19,2.550,18.9,2.7,4.1,2.7,0.67,,taylotr01
552,Owen White,25,CHW,AL,0.1,0,0,,4.05,2,0,1,0,0,0,6.2,9,3,3,0,3,0,6,0,0,0,29,108,2.64,1.800,12.2,0.0,4.1,8.1,2.00,,whiteow01
553,Gavin Hollowell,27,CHC,NL,0.2,0,0,,1.42,5,0,2,0,0,0,6.1,6,1,1,1,2,0,5,0,0,0,26,282,4.51,1.263,8.5,1.4,2.8,7.1,2.50,,holloga01
554,Tyler Matzek*,34,NYY,AL,0.0,0,0,,4.26,7,0,4,0,0,0,6.1,11,3,3,0,5,0,7,0,0,0,35,100,3.24,2.526,15.6,0.0,7.1,9.9,1.40,,matzety01
555,Jack Perkins,25,ATH,AL,0.3,0,0,,0.00,2,0,2,0,0,1,6.1,2,0,0,0,2,0,5,0,0,2,22,,2.45,0.632,2.8,0.0,2.8,7.1,2.50,,perkija01
556,Spencer Turnbull,32,TOR,AL,-0.2,1,1,.500,7.11,3,1,1,0,0,0,6.1,12,5,5,1,4,0,4,0,0,0,33,62,5.77,2.526,17.1,1.4,5.7,5.7,1.00,,turnbsp01
557,Allan Winans,29,NYY,AL,-0.3,0,1,.000,8.53,2,1,1,0,0,0,6.1,8,7,6,1,2,0,3,2,0,0,30,50,6.09,1.579,11.4,1.4,2.8,4.3,1.50,,winanal01
558,Jonah Bride,29,MIN,AL,-0.3,0,0,,15.00,4,0,4,0,0,0,6.0,14,10,10,1,3,0,2,2,0,0,37,30,7.09,2.833,21.0,1.5,4.5,3.0,0.67,,bridejo01
559,Miguel Castro,30,CHW,AL,-0.1,0,0,,7.50,6,0,1,0,0,0,6.0,5,5,5,1,5,0,4,1,0,0,28,59,6.92,1.667,7.5,1.5,7.5,6.0,0.80,,castrmi01
560,Caden Dana,21,LAA,AL,-0.1,0,0,,7.50,2,0,2,0,0,0,6.0,7,5,5,2,5,0,6,0,0,0,29,59,7.92,2.000,10.5,3.0,7.5,9.0,1.20,,danaca01
561,Alexis Díaz,28,CIN,NL,-0.5,0,0,,12.00,6,0,2,0,0,0,6.0,8,8,8,4,5,0,3,2,0,0,33,39,14.25,2.167,12.0,6.0,7.5,4.5,0.60,,diazal03
562,Justin Hagenman,28,NYM,NL,0.2,0,0,,1.50,2,0,1,0,0,0,6.0,5,1,1,0,0,0,5,0,0,0,23,268,1.42,0.833,7.5,0.0,0.0,7.5,,,hagenju01
563,Joey Lucchesi*,32,SFG,NL,0.0,0,1,.000,4.50,6,0,2,0,0,0,6.0,8,3,3,0,2,0,6,0,0,0,28,91,2.09,1.667,12.0,0.0,3.0,9.0,3.00,,lucchjo01
564,Anthony Maldonado,27,ATH,AL,-0.3,0,0,,12.00,6,0,5,0,0,0,6.0,10,8,8,3,5,1,7,0,0,1,33,37,9.75,2.500,15.0,4.5,7.5,10.5,1.40,,maldoan01
565,Chase Petty,22,CIN,NL,-0.8,0,3,.000,19.50,3,2,1,0,0,0,6.0,14,14,13,3,8,0,7,1,0,0,40,24,11.75,3.667,21.0,4.5,12.0,10.5,0.88,,pettych02
566,Mike Clevinger,34,CHW,AL,-0.2,0,2,.000,7.94,8,0,3,0,0,0,5.2,5,5,5,0,8,0,3,0,0,1,31,56,6.26,2.294,7.9,0.0,12.7,4.8,0.38,,clevimi01
567,Matt Gage*,32,DET,AL,0.2,0,0,,0.00,6,0,2,0,0,0,5.2,7,0,0,0,2,0,3,0,0,0,25,,3.09,1.588,11.1,0.0,3.2,4.8,1.50,,gagema01
568,Adam Mazur,24,MIA,NL,0.0,0,1,.000,6.35,1,1,0,0,0,0,5.2,5,4,4,1,4,0,5,0,0,1,27,72,5.73,1.588,7.9,1.6,6.4,7.9,1.25,,mazurad01
569,Triston McKenzie,27,CLE,AL,-0.2,0,0,,11.12,4,0,3,0,0,0,5.2,7,7,7,1,7,0,4,0,0,3,30,39,7.67,2.471,11.1,1.6,11.1,6.4,0.57,,mckentr01
570,Evan Phillips,30,LAD,NL,0.4,0,0,,0.00,7,0,1,0,0,1,5.2,4,0,0,0,2,0,6,0,0,0,22,,2.03,1.059,6.4,0.0,3.2,9.5,3.00,,phillev01
571,Colin Selby,27,BAL,AL,0.1,0,0,,3.18,4,0,3,0,0,0,5.2,5,2,2,1,1,0,10,0,0,0,23,130,2.38,1.059,7.9,1.6,1.6,15.9,10.00,,selbyco01
572,Craig Yoho,25,MIL,NL,-0.2,0,0,,9.53,5,0,1,0,0,0,5.2,7,6,6,1,6,0,4,1,0,0,28,45,7.67,2.294,11.1,1.6,9.5,6.4,0.67,,yohocr01
573,Michael Fulmer,32,2TM,2LG,0.0,0,0,,4.76,3,0,0,0,0,0,5.2,6,3,3,1,2,0,3,0,0,0,23,94,5.38,1.412,9.5,1.6,3.2,4.8,1.50,,fulmemi01
573,Michael Fulmer,32,BOS,AL,-0.1,0,0,,10.13,1,0,0,0,0,0,2.2,4,3,3,1,2,0,2,0,0,0,13,47,8.71,2.250,13.5,3.4,6.8,6.8,1.00,,fulmemi01
573,Michael Fulmer,32,CHC,NL,0.1,0,0,,0.00,2,0,0,0,0,0,3.0,2,0,0,0,0,0,1,0,0,0,10,,2.42,0.667,6.0,0.0,0.0,3.0,,,fulmemi01
574,Nick Burdi,32,BOS,AL,0.2,0,0,,0.00,4,0,2,0,0,0,5.1,5,0,0,0,2,0,5,0,0,1,21,,2.34,1.313,8.4,0.0,3.4,8.4,2.50,,burdini01
575,Chase Burns,22,CIN,NL,-0.5,0,1,.000,13.50,2,2,0,0,0,0,5.1,11,10,8,2,2,0,8,0,0,0,30,35,6.09,2.438,18.6,3.4,3.4,13.5,4.00,,burnsch01
576,Randy Dobnak,30,MIN,AL,0.1,0,0,,1.69,1,0,1,0,0,0,5.1,2,1,1,1,2,0,1,0,0,0,19,265,6.27,0.750,3.4,1.7,3.4,1.7,0.50,,dobnara01
577,Jake Eder*,26,LAA,AL,0.1,0,0,,3.38,5,0,5,0,0,0,5.1,2,2,2,1,4,1,4,0,0,2,21,131,6.27,1.125,3.4,1.7,6.8,6.8,1.00,,ederja01
578,Hunter Harvey,30,KCR,AL,0.3,0,0,,0.00,6,0,1,0,0,0,5.1,1,0,0,0,0,0,7,0,0,0,17,,0.46,0.188,1.7,0.0,0.0,11.8,,,harvehu01
579,Kiké Hernández,33,LAD,NL,-0.4,0,0,,15.19,5,0,3,0,0,0,5.1,11,11,9,1,8,0,1,0,0,1,37,28,9.65,3.563,18.6,1.7,13.5,1.7,0.13,,hernaen02
580,Darren McCaughan,29,MIN,AL,0.2,0,0,,1.69,3,0,1,0,0,0,5.1,5,1,1,0,1,0,6,0,0,0,23,265,1.40,1.125,8.4,0.0,1.7,10.1,6.00,,mccauda01
581,Michel Otañez,27,ATH,AL,-0.5,0,0,,13.50,6,0,1,0,0,0,5.1,7,8,8,2,5,0,6,1,0,0,28,33,9.09,2.250,11.8,3.4,8.4,10.1,1.20,,otanemi01
582,Zach Pop,28,SEA,AL,-0.4,0,0,,13.50,4,0,1,0,0,0,5.1,10,9,8,3,2,0,3,1,0,0,30,29,10.96,2.250,16.9,5.1,3.4,5.1,1.50,,popza01
583,Evan Sisk*,28,KCR,AL,0.2,0,0,,1.69,5,0,1,0,0,0,5.1,5,1,1,0,5,0,11,0,1,1,26,260,1.77,1.875,8.4,0.0,8.4,18.6,2.20,,siskev01
584,Erik Swanson,31,TOR,AL,-0.5,1,0,1.000,15.19,6,0,2,0,0,0,5.1,8,9,9,2,5,0,3,1,0,1,30,29,10.21,2.438,13.5,3.4,8.4,5.1,0.60,,swanser01
585,Dillon Tate,31,TOR,AL,0.0,0,0,,5.06,5,0,1,0,0,0,5.1,7,3,3,1,6,0,7,1,0,0,30,88,6.84,2.438,11.8,1.7,10.1,11.8,1.17,,tatedi01
586,Connor Thomas*,27,MIL,NL,-0.5,0,0,,20.25,2,0,0,0,0,0,5.1,12,12,12,3,2,0,5,1,0,0,31,21,10.21,2.625,20.3,5.1,3.4,8.4,2.50,,thomaco02
587,Richard Lovelady*,29,2TM,2LG,-0.4,0,1,.000,13.50,4,0,0,0,0,0,5.1,8,8,8,1,4,0,6,3,0,0,30,33,7.21,2.250,13.5,1.7,6.8,10.1,1.50,,lovelri01
587,Richard Lovelady*,29,TOR,AL,-0.2,0,1,.000,21.60,2,0,0,0,0,0,1.2,2,4,4,0,2,0,3,3,0,0,12,23,8.49,2.400,10.8,0.0,10.8,16.2,1.50,,lovelri01
587,Richard Lovelady*,29,NYM,NL,-0.1,0,0,,9.82,2,0,0,0,0,0,3.2,6,4,4,1,2,0,3,0,0,0,18,43,6.63,2.182,14.7,2.5,4.9,7.4,1.50,,lovelri01
588,Jake Bauers*,29,MIL,NL,-0.1,0,0,,3.60,5,0,5,0,0,0,5.0,8,4,2,0,3,0,1,2,0,0,29,119,5.69,2.200,14.4,0.0,5.4,1.8,0.33,,bauerja01
589,Joe Boyle,25,TBR,AL,0.1,1,0,1.000,0.00,1,1,0,0,0,0,5.0,0,2,0,0,2,0,7,1,0,0,18,,2.09,0.400,0.0,0.0,3.6,12.6,3.50,,boylejo01
590,Chris Devenski,34,NYM,NL,0.0,0,0,,3.60,4,0,3,0,0,0,5.0,3,2,2,0,1,0,5,0,0,0,19,113,1.69,0.800,5.4,0.0,1.8,9.0,5.00,,devench02
591,Dane Dunning,30,TEX,AL,0.0,0,0,,5.40,2,0,2,0,0,1,5.0,6,3,3,1,4,1,5,1,0,1,25,76,6.69,2.000,10.8,1.8,7.2,9.0,1.25,,dunnida01
592,Dietrich Enns*,34,DET,AL,0.3,1,0,1.000,0.00,1,1,0,0,0,0,5.0,1,0,0,0,2,0,4,0,0,0,17,,2.69,0.600,1.8,0.0,3.6,7.2,2.00,,ennsdi01
593,Jesse Hahn,35,SEA,AL,-0.1,0,1,.000,5.40,3,0,2,0,0,0,5.0,6,4,3,1,5,3,3,1,1,0,25,74,8.09,2.200,10.8,1.8,9.0,5.4,0.60,,hahnje01
594,Reynaldo López,31,ATL,NL,-0.1,0,0,,5.40,1,1,0,0,0,0,5.0,9,3,3,1,2,0,1,0,0,0,25,82,6.49,2.200,16.2,1.8,3.6,1.8,0.50,,lopezre01
595,Bobby Miller,26,LAD,NL,-0.3,0,0,,12.60,2,1,1,0,0,0,5.0,11,7,7,2,2,1,7,1,0,0,28,34,7.29,2.600,19.8,3.6,3.6,12.6,3.50,,millebo06
596,Connor Phillips,24,CIN,NL,-0.2,1,0,1.000,7.20,4,0,2,0,0,0,5.0,5,5,4,1,4,0,4,0,0,1,23,66,6.49,1.800,9.0,1.8,7.2,7.2,1.00,,phillco01
597,Javier Sanoja,22,MIA,NL,-0.3,0,0,,19.80,4,0,4,0,0,0,5.0,16,11,11,2,2,0,0,0,0,0,32,23,9.49,3.600,28.8,3.6,3.6,0.0,0.00,,sanojja01
598,Josh Walker*,30,TOR,AL,-0.1,0,0,,7.20,3,0,1,0,0,0,5.0,8,4,4,0,2,0,8,1,0,0,25,62,1.69,2.000,14.4,0.0,3.6,14.4,4.00,,walkejo03
599,Marc Church,24,TEX,AL,0.0,0,0,,3.86,5,0,0,0,0,0,4.2,4,2,2,0,6,0,5,0,0,0,23,107,4.80,2.143,7.7,0.0,11.6,9.6,0.83,,churcma01
600,Noah Davis,28,LAD,NL,-0.1,0,1,.000,5.79,4,0,2,0,0,0,4.2,4,4,3,1,2,0,5,3,0,0,21,74,6.94,1.286,7.7,1.9,3.9,9.6,2.50,,davisno01
601,Joe La Sorsa*,27,CIN,NL,-0.2,0,0,,11.57,3,0,0,0,0,0,4.2,10,6,6,3,2,0,1,0,0,0,24,41,12.30,2.571,19.3,5.8,3.9,1.9,0.50,,lasorjo01
602,Matt Waldron,28,SDP,NL,-0.1,0,1,.000,7.71,1,1,0,0,0,0,4.2,6,4,4,1,6,0,3,0,0,3,25,57,8.44,2.571,11.6,1.9,11.6,5.8,0.50,,waldrma01
603,Paul Gervase,25,TBR,AL,0.1,0,0,,2.08,4,0,0,0,0,0,4.1,4,1,1,1,4,0,3,0,0,0,21,207,7.47,1.846,8.3,2.1,8.3,6.2,0.75,,gervapa01
604,Ben Joyce,24,LAA,AL,-0.3,1,0,1.000,6.23,5,0,0,0,0,0,4.1,5,4,3,1,1,0,1,0,0,2,20,72,6.32,1.385,10.4,2.1,2.1,2.1,1.00,,joycebe01
605,Kade Strowd,27,BAL,AL,0.0,0,0,,4.15,3,0,2,0,0,0,4.1,4,2,2,0,1,0,3,0,0,0,18,102,2.39,1.154,8.3,0.0,2.1,6.2,3.00,,strowka01
606,AJ Blubaugh,24,HOU,AL,-0.3,0,1,.000,4.50,1,1,0,0,0,0,4.0,5,7,2,2,1,0,6,0,0,0,19,98,7.34,1.500,11.3,4.5,2.3,13.5,6.00,,blubaaj01
607,Tom Cosgrove*,29,CHC,NL,0.1,0,0,,2.25,2,0,2,0,0,0,4.0,3,1,1,0,1,0,3,0,0,0,16,185,2.34,1.000,6.8,0.0,2.3,6.8,3.00,,cosgrto01
608,Wikelman González,23,CHW,AL,0.0,0,0,,4.50,2,0,0,0,0,0,4.0,3,2,2,0,4,0,5,0,0,0,19,101,3.59,1.750,6.8,0.0,9.0,11.3,1.25,,gonzawi02
609,Easton McGee,27,MIL,NL,0.1,0,0,,2.25,2,0,1,0,0,0,4.0,3,1,1,0,1,0,4,0,0,0,15,194,1.84,1.000,6.8,0.0,2.3,9.0,4.00,,mcgeeea01
610,Shohei Ohtani,30,LAD,NL,0.1,0,0,,2.25,3,3,0,0,0,0,4.0,3,1,1,0,1,0,3,0,0,2,16,192,2.34,1.000,6.8,0.0,2.3,6.8,3.00,,ohtansh01
611,Miguel Rojas,36,LAD,NL,-0.2,0,0,,15.75,3,0,3,0,0,0,4.0,10,7,7,3,0,0,0,1,0,0,23,27,13.59,2.500,22.5,6.8,0.0,0.0,,,rojasmi02
612,Carson Seymour,26,SFG,NL,-0.1,0,0,,4.50,2,0,1,0,0,0,4.0,7,4,2,3,0,0,2,0,0,0,18,94,11.84,1.750,15.8,6.8,0.0,4.5,,,seymoca01
613,Emmet Sheehan,25,LAD,NL,0.1,0,0,,2.25,1,1,0,0,0,0,4.0,3,1,1,0,0,0,6,0,0,0,15,192,0.09,0.750,6.8,0.0,0.0,13.5,,,sheehem01
614,Josh Simpson*,27,MIA,NL,-0.2,1,0,1.000,9.00,3,0,1,0,0,0,4.0,3,4,4,1,3,1,2,0,0,1,18,52,7.59,1.500,6.8,2.3,6.8,4.5,0.67,,simpsjo02
615,J.P. Feyereisen,32,2TM,NL,-0.5,0,2,.000,11.25,4,0,3,0,0,0,4.0,11,7,5,2,1,1,4,0,0,0,23,43,8.34,3.000,24.8,4.5,2.3,9.0,4.00,,feyerjo01
615,J.P. Feyereisen,32,ARI,NL,-0.2,0,1,.000,9.00,2,0,2,0,0,0,2.0,3,3,2,1,0,0,2,0,0,0,9,55,7.59,1.500,13.5,4.5,0.0,9.0,,,feyerjo01
615,J.P. Feyereisen,32,LAD,NL,-0.3,0,1,.000,13.50,2,0,1,0,0,0,2.0,8,4,3,1,1,1,2,0,0,0,14,35,9.09,4.500,36.0,4.5,4.5,9.0,2.00,,feyerjo01
616,JT Brubaker,31,NYY,AL,-0.1,0,0,,9.82,4,0,3,0,0,0,3.2,3,4,4,0,4,0,2,1,0,0,19,45,6.09,1.909,7.4,0.0,9.8,4.9,0.50,,brubajt01
617,Omar Cruz*,26,SDP,NL,0.0,0,0,,4.91,2,0,1,0,0,0,3.2,4,2,2,0,3,0,5,0,0,0,18,92,2.81,1.909,9.8,0.0,7.4,12.3,1.67,,cruzom01
618,Will Klein,25,LAD,NL,0.1,0,0,,0.00,2,0,2,0,0,0,3.2,3,0,0,0,1,0,5,0,0,0,15,,1.18,1.091,7.4,0.0,2.5,12.3,5.00,,kleinwi01
619,Patrick Monteverde*,27,MIA,NL,-0.1,0,0,,9.82,1,0,0,0,0,0,3.2,9,4,4,0,1,0,4,0,0,0,20,48,1.72,2.727,22.1,0.0,2.5,9.8,4.00,,montepa01
620,Tayler Saucedo*,32,SEA,AL,-0.2,0,0,,9.82,4,0,1,0,0,0,3.2,8,4,4,1,3,0,3,0,0,0,22,42,7.45,3.000,19.6,2.5,7.4,7.4,1.00,,sauceta01
621,Zach Thompson,31,ATL,NL,0.1,0,0,,0.00,2,0,0,0,0,0,3.2,0,0,0,0,1,0,3,0,0,1,12,,2.27,0.273,0.0,0.0,2.5,7.4,3.00,,thompza01
622,Jeff Brigham,33,ARI,NL,0.0,0,0,,8.10,4,0,1,0,0,0,3.1,7,3,3,1,1,0,3,0,0,0,18,57,6.09,2.400,18.9,2.7,2.7,8.1,3.00,,brighje01
623,Caleb Freeman,27,CHW,AL,0.0,0,0,,5.40,5,0,3,0,0,0,3.1,5,2,2,1,1,0,3,0,0,0,16,85,6.09,1.800,13.5,2.7,2.7,8.1,3.00,,freemca01
624,Matt Krook*,30,ATH,AL,0.0,0,0,,5.40,3,0,0,0,0,0,3.1,5,2,2,0,1,0,3,0,0,1,15,85,2.19,1.800,13.5,0.0,2.7,8.1,3.00,,krookma01
625,Angel Perdomo*,31,ATH,AL,0.0,0,0,,5.40,4,0,0,0,0,0,3.1,2,2,2,0,3,0,2,1,0,0,16,85,5.49,1.500,5.4,0.0,8.1,5.4,0.67,,perdoan01
626,Carlos Rodríguez,23,MIL,NL,-0.2,1,0,1.000,8.10,1,0,0,0,0,0,3.1,5,3,3,0,4,0,2,0,0,1,18,55,5.49,2.700,13.5,0.0,10.8,5.4,0.50,,rodrica02
627,Luis Vázquez,25,BAL,AL,0.1,0,0,,0.00,3,0,3,0,0,0,3.1,3,0,0,0,1,0,0,0,0,0,11,,3.99,1.200,8.1,0.0,2.7,0.0,0.00,,vazqulu01
628,Austin Warren,29,NYM,NL,0.1,1,0,1.000,0.00,2,0,0,0,0,0,3.1,1,0,0,0,1,0,3,0,0,0,12,,2.19,0.600,2.7,0.0,2.7,8.1,3.00,,warreau01
629,Ty Adcock,28,NYM,NL,0.0,0,0,,3.00,3,0,1,0,0,0,3.0,2,1,1,1,2,0,5,0,0,0,14,143,6.09,1.333,6.0,3.0,6.0,15.0,2.50,,adcocty01
630,Justin Bruihl*,28,TOR,AL,0.0,0,0,,3.00,3,0,0,0,0,0,3.0,2,2,1,0,2,1,4,1,0,0,13,155,3.42,1.333,6.0,0.0,6.0,12.0,2.00,,bruihju01
631,Vinny Capra,28,CHW,AL,-0.1,0,0,,6.00,3,0,3,0,0,0,3.0,5,4,2,1,0,0,1,0,0,0,15,78,6.75,1.667,15.0,3.0,0.0,3.0,,,capravi01
632,Blas Castano,26,SEA,AL,-0.1,0,0,,9.00,1,0,1,0,0,0,3.0,4,3,3,1,2,0,1,1,0,0,16,46,9.75,2.000,12.0,3.0,6.0,3.0,0.50,,castabl01
633,Jesse Chavez,41,ATL,NL,0.0,0,0,,6.00,2,0,0,0,0,0,3.0,4,2,2,1,3,0,3,0,0,0,16,77,8.42,2.333,12.0,3.0,9.0,9.0,1.00,,chaveje01
634,Austin Cox*,28,ATL,NL,0.0,0,0,,3.00,2,0,2,0,0,0,3.0,3,1,1,1,0,0,5,0,0,0,12,154,4.09,1.000,9.0,3.0,0.0,15.0,,,coxau01
635,Xzavion Curry,26,MIA,NL,-0.3,0,1,.000,6.00,3,0,1,0,0,0,3.0,4,4,2,0,3,0,1,0,0,0,16,80,5.42,2.333,12.0,0.0,9.0,3.0,0.33,,curryxz01
636,Yilber Díaz,24,ARI,NL,-0.1,0,0,,9.00,1,0,1,0,0,0,3.0,4,3,3,0,3,0,1,0,0,1,15,52,5.42,2.333,12.0,0.0,9.0,3.0,0.33,,diazyi01
637,Carl Edwards Jr.,33,LAA,AL,-0.1,0,0,,9.00,2,0,1,0,0,0,3.0,4,3,3,1,1,0,2,0,0,0,13,52,7.09,1.667,12.0,3.0,3.0,6.0,2.00,,edwarca01
638,Bryan Hoeing,28,SDP,NL,0.2,1,0,1.000,0.00,2,0,0,0,0,0,3.0,1,0,0,0,0,0,2,0,0,0,10,,1.75,0.333,3.0,0.0,0.0,6.0,,,hoeinbr01
639,Drey Jameson,27,ARI,NL,0.2,0,1,.000,3.00,3,0,2,0,0,1,3.0,4,2,1,0,3,0,0,0,0,1,13,155,6.09,2.333,12.0,0.0,9.0,0.0,0.00,,jamesdr01
640,Víctor Mederos,24,LAA,AL,0.0,0,0,,6.00,1,0,1,0,0,0,3.0,2,2,2,0,3,0,2,0,0,1,13,78,4.75,1.667,6.0,0.0,9.0,6.0,0.67,,medervi01
641,Michael Mercado,26,PHI,NL,-0.2,0,0,,15.00,3,0,2,0,0,0,3.0,7,5,5,1,4,0,4,0,0,0,20,32,8.75,3.667,21.0,3.0,12.0,12.0,1.00,,mercami01
642,Doug Nikhazy*,25,CLE,AL,-0.3,0,1,.000,18.00,1,1,0,0,0,0,3.0,5,6,6,0,6,0,3,0,0,1,20,26,7.09,3.667,15.0,0.0,18.0,9.0,0.50,,nikhado01
643,Jhonny Pereda,29,ATH,AL,-0.2,0,0,,21.00,3,0,3,0,0,0,3.0,9,7,7,1,2,0,3,0,0,0,20,22,7.42,3.667,27.0,3.0,6.0,9.0,1.50,,peredjh01
644,Trevor Richards,32,KCR,AL,-0.1,0,0,,12.00,3,0,2,0,0,0,3.0,7,4,4,0,2,0,2,0,0,3,18,38,3.75,3.000,21.0,0.0,6.0,6.0,1.00,,richatr01
645,Weston Wilson,30,PHI,NL,0.1,0,0,,0.00,2,0,2,0,0,0,3.0,3,0,0,0,0,0,0,0,0,0,12,,3.09,1.000,9.0,0.0,0.0,0.0,,,wilsowe01
646,Randy Wynne,32,CIN,NL,0.0,0,0,,3.00,1,0,1,0,0,1,3.0,3,1,1,1,1,0,3,0,0,0,13,166,6.42,1.333,9.0,3.0,3.0,9.0,3.00,,wynnera01
647,Kevin Herget,34,2TM,NL,0.0,0,0,,3.00,2,0,2,0,0,0,3.0,4,2,1,0,2,0,1,0,0,2,16,163,4.42,2.000,12.0,0.0,6.0,3.0,0.50,,hergeke01
647,Kevin Herget,34,ATL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,1,6,,9.09,3.000,9.0,0.0,18.0,0.0,0.00,,hergeke01
647,Kevin Herget,34,NYM,NL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,3,2,1,0,0,0,1,0,0,1,10,101,2.09,1.500,13.5,0.0,0.0,4.5,,,hergeke01
648,Jaden Hill,25,COL,NL,0.0,0,0,,3.38,3,0,1,0,0,0,2.2,3,1,1,0,2,0,5,0,0,0,13,153,1.59,1.875,10.1,0.0,6.8,16.9,2.50,,hillja01
649,Christian Montes De Oca,25,ARI,NL,0.1,0,0,,0.00,1,0,0,0,0,0,2.2,0,0,0,0,1,0,2,0,0,0,9,,2.71,0.375,0.0,0.0,3.4,6.8,2.00,,montech01
650,Cody Poteet,30,BAL,AL,-0.2,0,0,,16.88,1,0,0,0,0,0,2.2,6,5,5,0,2,0,1,0,0,0,16,26,4.59,3.000,20.3,0.0,6.8,3.4,0.50,,poteeco01
651,Robert Stock,35,BOS,AL,-0.1,0,0,,10.13,2,0,1,0,0,0,2.2,4,3,3,1,4,0,1,0,0,0,15,47,11.71,3.000,13.5,3.4,13.5,3.4,0.25,,stockro01
652,Hunter Stratton,28,PIT,NL,-0.4,0,0,,23.63,3,0,1,0,0,0,2.2,10,7,7,1,2,0,1,1,0,0,21,20,10.59,4.500,33.8,3.4,6.8,3.4,0.50,,strathu01
653,Albert Suárez,35,BAL,AL,-0.1,0,0,,3.38,1,0,0,0,0,0,2.2,5,2,1,0,0,0,2,0,0,2,11,132,1.59,1.875,16.9,0.0,0.0,6.8,,,suareal01
654,Sam Aldegheri*,23,LAA,AL,-0.1,0,0,,0.00,1,0,0,0,0,0,2.1,1,2,0,0,1,0,2,1,0,0,10,,3.94,0.857,3.9,0.0,3.9,7.7,2.00,,aldegsa01
655,Yosver Zulueta,27,CIN,NL,0.0,0,0,,3.86,2,0,1,0,0,0,2.1,0,1,1,0,1,0,1,0,0,0,8,133,3.51,0.429,0.0,0.0,3.9,3.9,1.00,,zulueyo01
656,Tucker Barnhart,34,TEX,AL,-0.1,0,0,,13.50,1,0,1,0,0,0,2.0,5,3,3,0,0,0,0,1,0,0,11,34,4.59,2.500,22.5,0.0,0.0,0.0,,,barnhtu01
